DeviceRecNum,DeviceNum,PrclErr,AddrAdjusted,CityBlock,Parcel,OwnerCode,Handle,Parcel9,AddrNum,AddrSuf,StDir,StName,StType,UnitNum,DeviceType,DeviceMake,DeviceSize,DeviceDesc,FacilityName,FacContact,FacAddrNum,FacStreet,FacZIP,LastInspDate,GeoCityBLockPart,Ward10,Precinct10,InspArea10,Ward00,Precinct02,Nbrhd,CDADist,CDASubDist,PoliceDist,CensTract10,CensGroup10,CensBlock00,AsrNbrhd,NLC,Parity,FirstDate,LastDate,UpDateGeo
4636,4923,0,0,3942,50,0,13942000050,394200050,1311, ,S,39TH,ST, ,S,FEBCO RPM 825,8,LOWER LEVEL SO.WALL @4003 PARK,C L SMITH & NEWBY LLC,,1311,S. 39TH ST,63110,10/03/13 00:00:00,3942,17,1,1,17,2,28,10,10,2,1181,1,1181.1,221,304,O,,09/21/17 00:00:00,
4637,FE-0274,0,0,3998.12,35,0,13998120035,399812035,5211, , ,NORTHRUP,AV, ,S,AMES COLT 200,6,EAST WAREHOUSE WALL,BATES SUPPLY,,5211,NORTHRUP,63110,06/25/13 00:00:00,3998.12,10,3,1,10,4,12,5,40,2,1135,4,1135.4003,216,361,O,,09/21/17 00:00:00,
4638,513006,0,0,3979,40,0,13979000040,397900040,1311, , ,TOWER GROVE,AV, ,P,WATTS 909,1,BASEMENT MECHANICAL ROOM,ADAMS SCHOOL,,1311,TOWER GROVE,63110,09/03/13 00:00:00,3979,17,7,1,17,8,39,11,22,2,1181,2,1181.2001,222,158,O,,09/21/17 00:00:00,
4639,F020702,0,0,2287,110,0,12287000110,228700110,529, ,N,GRAND,BLVD, ,S,FEBCO,6,L.L. NO. WALL COFFEE SHOP,FOX THEATER,TESTED 12/12/13,529,N. GRAND,63103,12/12/12 00:00:00,2287.0083,19,7,1,19,7,77,10,9,4,1193,1,1193.1011,232,24,O,,09/21/17 00:00:00,
4640,B0557,1,0,4457.18,501,0,14457180501,445718501,3330, ,N,KINGSHIGHWAY,BLVD, ,S,FEBCO MODEL 805YD,6,MECHANICAL ROOM - FIRST FLOOR,CMC RETIREMENT VILLAGE,,3330,N. KINGSHIGHWAY,63115,05/25/13 00:00:00,4457.1887,1,5,2,1,5,55,13,34,6,1067,4,1067.5001,301,12,E,,09/21/17 00:00:00,
4641,B05678,0,0,4645,45,0,14645000045,464500045,2110, , ,HAMPTON,AV, ,P,WATTS 009,0.75,BACKROOM BY SODA FILTERS,SHELL CIRCLE K,,1514,HAMPTON,63139,02/14/14 00:00:00,4645,10,6,1,10,5,12,5,40,2,1036,1,1036.1014,215,43,E,,09/21/17 00:00:00,
4642,527676,0,0,103,100,0,10103000100,10300100,10, ,S,BROADWAY, , ,P,WATTS 009,1,EAST CHASE BETWEEN 1ST & 2ND FL,HERTZ,,10,S. BROADWAY,63102,08/02/13 00:00:00,103,7,4,3,7,10,35,9,1,4,1256,2,1256.3012,261,23,E,,09/21/17 00:00:00,
4643,565321,0,0,103,100,0,10103000100,10300100,10, ,S,BROADWAY, , ,P,WATTS 909,0.75,EAST CHASE BETWEEN 16TH & 17 FL,HERTZ,,10,S. BROADWAY,63102,08/02/13 00:00:00,103,7,4,3,7,10,35,9,1,4,1256,2,1256.3012,261,23,E,,09/21/17 00:00:00,
4644,509636,0,0,103,100,0,10103000100,10300100,10, ,S,BROADWAY, , ,P,WATTS 909,0.75,EAST CHASE BETWEEN 14TH & 15TH,HERTZ,,10,S. BROADWAY,63102,08/02/13 00:00:00,103,7,4,3,7,10,35,9,1,4,1256,2,1256.3012,261,23,E,,09/21/17 00:00:00,
4645,526087,0,0,103,100,0,10103000100,10300100,10, ,S,BROADWAY, , ,P,WATTS 909,1,EAST CHASE BETWEEN 11TH & 12TH,HERTZ,,10,S. BROADWAY,63102,08/02/13 00:00:00,103,7,4,3,7,10,35,9,1,4,1256,2,1256.3012,261,23,E,,09/21/17 00:00:00,
4646,521811,0,0,103,100,0,10103000100,10300100,10, ,S,BROADWAY, , ,P,WATTS 909,0.75,EAST CHASE BETWEEN 7TH & 8TH,HERTZ,,10,S. BROADWAY,63102,08/02/13 00:00:00,103,7,4,3,7,10,35,9,1,4,1256,2,1256.3012,261,23,E,,09/21/17 00:00:00,
4647,H04725,0,0,5668,430,0,15668000430,566800430,5785, , ,WESTMINSTER,PL, ,P,FEBCO 825Y,0.75,RIGHT SIDE OF HOUSE,CHRIS O. OUNANIAN,,5785,WESTMINSTER PL,63112,08/02/13 00:00:00,5668,26,3,2,26,13,46,11,37,5,1052,1,1052.1001,228,27,O,,09/21/17 00:00:00,
4648,444378,92,0,9999.9,0,0,19999900000,999990000,1, , , , , ,P,WATTS 909,2,39 Bremen av.,KOCH AGRONOMIC SERVICES,,1,ANGELICA,63101,06/27/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,O,,09/21/17 00:00:00,
4649,EH-1565,1,0,823,8061,0,10823008061,82300061,1115, , ,LOCUST,ST, ,S,AMES COLT 200,6,PUMP ROOM,RODEMEYER CHRISTEL,,1115,LOCUST,63103,07/11/13 00:00:00,823,7,4,3,7,10,35,9,1,4,1256,3,1256.1042,261,77,O,,09/21/17 00:00:00,
4650,D0448,92,0,9999.9,0,0,19999900000,999990000,210, , , , , ,P,FLOMATIC RPZ,2.5,BASEMENT MECHANICAL ROOM,VERISON BUSINESS,,210,N. TUCKER,63102,05/16/12 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,E,,09/21/17 00:00:00,
4651,0012271,0,0,2023,10,0,12023000010,202300010,3200, ,S,2ND,ST, ,S,FEBCO,3,BLDG.20 SECOND FLOOR,NGA-ST. LOUIS,ROY ARTHUR 263-4515,3200,S/ SECOND ST L35 MSILC,63118,04/12/13 00:00:00,2023,9,4,1,9,4,20,8,15,3,1246,1,1246.1027,145,366,E,,09/21/17 00:00:00,
4652,112714,87,0,2134,15,0,12134000015,213400015,2735, , ,HENRIETTA,ST, ,P,WATTS 009,1,BOILER ROOM,HODGEN SCHOOL,,1616,CALIFORNIA,63104,08/29/13 00:00:00,2134,6,4,2,6,5,31,10,11,3,1231,1,1231.1008,253,208,O,,09/21/17 00:00:00,
4653,119906,87,0,2134,15,0,12134000015,213400015,2735, , ,HENRIETTA,ST, ,P,WATTS 009,1,BOILER ROOM,HODGEN SCHOOL,,1616,CALIFORNIA,63104,08/29/13 00:00:00,2134,6,4,2,6,5,31,10,11,3,1231,1,1231.1008,253,208,O,,09/21/17 00:00:00,
4654,2867954,0,0,4906.02,140,0,14906020140,490602140,5209, , ,WATERMAN,BLVD, ,P,WILKINS 975XL,0.75,LEFT FRONT ON EAST SIDE OF BLDG,NEW CITY SCHOOL,,5209,WATERMAN,63108,04/13/13 00:00:00,4906.0285,28,10,2,28,11,38,11,23,5,1121,1,1121.1005,230,60,O,,09/21/17 00:00:00,
4655,122975,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS 909,2.5,MAT ROOM 0007 MECH AREA,WASHINGTON U. MED. SCHOOL,BRYAN FROST,660,S EUCLID,63110,01/08/13 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
4656,2740016,0,0,4906.02,140,0,14906020140,490602140,5209, , ,WATERMAN,BLVD, ,P,WILKINS 975XL,1.5,LEFT FRONT ON EAST SIDE OF BLDG,NEW CITY SCHOOL,,5209,WATERMAN,63108,04/13/13 00:00:00,4906.0285,28,10,2,28,11,38,11,23,5,1121,1,1121.1005,230,60,O,,09/21/17 00:00:00,
4657,28928,1,0,2005,8011,0,12005008011,200500011,2020, , ,WASHINGTON,AV, ,P,WATTS 009,1.25,PENTHOUSE MECH ROOM BY BOILERS,SPORTING NEWS BUILDING,,2020,WASHINGTON,63103,06/10/13 00:00:00,2005,19,6,3,6,10,36,9,1,4,1275,2,1214.1028,257,3,E,,09/21/17 00:00:00,
4659,166889,1,0,3886,120,0,13886000120,388600120,4910, , ,FOREST PARK,AV, ,P,WATTS 909,3,SHOENBERG BLDG. SUB BASEMENT,BARNES JEWISH HOSPITAL,,4910,FOREST PARK,63110,03/11/13 00:00:00,3886,17,4,2,17,10,38,11,23,5,1124,3,1124.4001,224,187,E,,09/21/17 00:00:00,
4660,253875,1,0,3886,120,0,13886000120,388600120,4910, , ,FOREST PARK,AV, ,P,WATTS 909,6,SCHOENBERG BASEMENT EQUIP ROOM,BARNES JEWISH HOSPITAL,,4910,FOREST PARK,63110,03/21/13 00:00:00,3886,17,4,2,17,10,38,11,23,5,1124,3,1124.4001,224,187,E,,09/21/17 00:00:00,
4661,16996,0,0,2952,115,0,12952000115,295200115,401, , ,HOLLY HILLS,AV, ,P,WATTS 009,2.5,MAIN SERV.DOMESTIC WATER BOILER,FAMILY HEALTH CARE,,401,HOLLY HILLS,63111,06/13/13 00:00:00,2952,11,6,1,11,5,1,1,46,1,1018,3,1018.2004,102,399,O,,09/21/17 00:00:00,
4662,H07420,0,0,4605,150,0,14605000150,460500150,1422, , ,MCCAUSLAND,AV, ,P,FEBCO 825Y,0.75,IN BASEMENT,BILL SNOW,,1422,MCCAUSLAND,63117,05/07/09 00:00:00,4605,24,6,2,24,11,43,5,61,2,1268,4,1041.1005,202,212,E,,09/21/17 00:00:00,
4663,167676,0,0,5413,10,0,15413000010,541300010,1, , ,BROOKINGS,DR, ,P,WATTS 909,3,OUTSIDE NEAR SKINKER & FORSYTH,WASHINGTON UNIVERSITY,,1,BROOKINGS DR,63130,11/20/13 00:00:00,5413.0085,28,5,1,28,5,45,11,62,2,1051.98,4,1051.4004,226,1797,O,,09/21/17 00:00:00,
4664,0202060,0,0,569,10,0,10569000010,56900010,1717, , ,BIDDLE,ST, ,S,FEBCO 850,4,BASEMENT,GRACE HILL NEIGHBORHOOD,,1717,BIDDLE,63106,02/03/14 00:00:00,569,5,3,2,5,4,61,14,5,4,1257,1,1257.401,259,42,O,,09/21/17 00:00:00,
4665,U05578,0,0,521,50,0,10521000050,52100050,1511, , ,WASHINGTON,AV, ,S,WILKINS 350,6,BASEMENT SOUTHWALL,EAST BANK LOFTS,,1511,WASHINGTON AVE,63103,01/24/14 00:00:00,521,5,7,3,6,10,36,9,1,4,1255,3,1255.1018,262,3,O,,09/21/17 00:00:00,
4666,0002378,0,0,4002,80,0,14002000080,400200080,5432, , ,HIGHLAND PARK,DR, ,S,AMES 2000,8,FRONT OFFICE MAIN SUPPLY,SEMCOR,,5432,HIGHLAND PARK,63110,08/07/13 00:00:00,4002.0083,17,6,2,17,11,41,5,39,2,1045,3,1045.3017,206,1525,E,,09/21/17 00:00:00,
4667,620953,1,0,178,8021,0,10178008021,17800021,1015, , ,WASHINGTON,AV, ,P,WATTS 909 QT,0.75,7T FL. TRASH CHUTE,DORSA LOFTS,,1015,WASHINGTON,63101,09/11/12 00:00:00,178,7,4,3,7,10,35,9,1,4,1256,1,1256.1025,261,3,O,,09/21/17 00:00:00,
4668,00434,0,0,5413,10,0,15413000010,541300010,6235, , ,FORSYTH,BLVD, ,P,FEBCO 850,2,SHOP ROOM IN BASEMENT,FORSYTH SCHOOLS,RICHARD WOOD,6235,FORSYTH,63105,07/01/13 00:00:00,5413.0085,28,5,1,28,5,45,11,62,2,1051.98,4,1051.4004,226,863,O,,09/21/17 00:00:00,
4669,A053802,0,0,5619,70,0,15619000070,561900070,12, , ,WASHINGTON,TER, ,P,FEBCO 825Y,0.75,OUTSIDE,MR. RANDLE,,12,WASHINGTON TER,63112,11/01/12 00:00:00,5619,28,8,2,28,10,47,11,37,5,1121,2,1121.3001,229,291,E,,09/21/17 00:00:00,
4670,458333,1,0,5408,50,0,15408000050,540800050,6214, , ,DELMAR,BLVD, ,P,WATTS 909,1,BOILER ROOM,AT & T,STEVE BARRON,6214,DELMAR,63130,12/23/13 00:00:00,5408.0081,28,6,1,28,6,46,11,62,5,1051.98,1,1051.1015,226,1,E,,09/21/17 00:00:00,
4671,499544,1,0,5408,50,0,15408000050,540800050,6214, , ,DELMAR,BLVD, ,P,WATTS 909,0.75,A/C ROOM,AT & T,STEVE BARRON,6214,DELMAR,63130,12/23/13 00:00:00,5408.0081,28,6,1,28,6,46,11,62,5,1051.98,1,1051.1015,226,1,E,,09/21/17 00:00:00,
4672,73265,1,0,5408,50,0,15408000050,540800050,6214, , ,DELMAR,BLVD, ,P,WATTS 909,0.75,BOILER ROOM,AT & T,STEVE BARRON,6214,DELMAR,63130,12/23/13 00:00:00,5408.0081,28,6,1,28,6,46,11,62,5,1051.98,1,1051.1015,226,1,E,,09/21/17 00:00:00,
4673,120229,1,0,5408,50,0,15408000050,540800050,6214, , ,DELMAR,BLVD, ,P,WATTS 909,3,PUMP ROOM,AT & T,STEVE BARRON,6214,DELMAR,63130,12/23/13 00:00:00,5408.0081,28,6,1,28,6,46,11,62,5,1051.98,1,1051.1015,226,1,E,,09/21/17 00:00:00,
4674,1169620,0,0,480,30,0,10480000030,48000030,1224, , ,GRATTAN,ST, ,S,AMES DCV,6,BASEMENT,AGC CAREER SCHOOL,,1224,GRATTAN,63104,07/09/13 00:00:00,480.0087,6,8,2,6,8,33,8,13,3,1274,2,1224.4003,250,501,E,,09/21/17 00:00:00,
4675,243453,0,0,3925,220,7,13925000220,392500220,3821, , ,LINDELL,BLVD, ,P,WATTS 009,0.5,ABOVE WI. COOLER,MOOLAH TEMPLE,,3821,LINDELL,63108,10/25/13 00:00:00,3925,18,1,2,19,7,77,10,9,4,1193,2,1193.2002,232,31,O,,09/21/17 00:00:00,
4676,621729,1,0,178,8021,0,10178008021,17800021,1015, , ,WASHINGTON,AV, ,P,WATTS 909 QT,0.75,MECH ROOM DEVICE FOR CHEM FEED,DORSA LOFTS,,1015,WASHINGTON,63101,09/11/12 00:00:00,178,7,4,3,7,10,35,9,1,4,1256,1,1256.1025,261,3,O,,09/21/17 00:00:00,
4677,638947,0,0,6504,60,0,16504000060,650400060,303, ,S,GRAND,BLVD, ,P,WATTS 909,1,LOWER LEVEL MECHANICAL ROOM,ST. LOUIS UNIV/RITTER,,303,S. GRAND,63104,08/31/13 00:00:00,6504.0081,19,3,1,19,5,37,10,9,4,1186,1,1186.1008,225,20,O,,09/21/17 00:00:00,
4678,312853,0,0,3927,195,0,13927000195,392700195,3733, , ,WEST PINE,BLVD, ,P,WATTS 009,2,HOT BOX @ VANDEVENTER & W.PINE,ST. LOUIS UNIV/HOT BOX,,3733,WEST PINE,63108,08/31/13 00:00:00,3927.0085,18,1,2,19,7,37,10,9,4,1193,2,1193.2004,225,154,O,,09/21/17 00:00:00,
4679,202680,2,0,4781.05,245,0,14781050245,478105245,4588, , ,PARKVIEW,PL, ,P,WATTS 909,4,DOMESTIC,ST.LOUIS SCHOOL PHARMACY,,4588,PARKVIEW,63108,08/14/13 00:00:00,4781.05,17,4,2,17,10,38,11,23,5,1186,1,1186.1017,224,684,E,,09/21/17 00:00:00,
4680,362102,2,0,4781.05,245,0,14781050245,478105245,4588, , ,PARKVIEW,PL, ,P,WATTS 909,2,BOILER ROOM 1195,ST.LOUIS SCHOOL PHARMACY,,4588,PARKVIEW,63108,08/14/13 00:00:00,4781.05,17,4,2,17,10,38,11,23,5,1186,1,1186.1017,224,684,E,,09/21/17 00:00:00,
4681,381001,2,0,4781.05,245,0,14781050245,478105245,4588, , ,PARKVIEW,PL, ,P,WATTS 909,2,LAB HOT WATER  ROOM 1195,ST.LOUIS SCHOOL PHARMACY,,4588,PARKVIEW,63108,08/14/13 00:00:00,4781.05,17,4,2,17,10,38,11,23,5,1186,1,1186.1017,224,684,E,,09/21/17 00:00:00,
4682,202895,2,0,4781.05,245,0,14781050245,478105245,4588, , ,PARKVIEW,PL, ,P,WATTS 909,4,MECHANICAL ROOM 2001,ST.LOUIS SCHOOL PHARMACY,,4588,PARKVIEW,63108,08/14/13 00:00:00,4781.05,17,4,2,17,10,38,11,23,5,1186,1,1186.1017,224,684,E,,09/21/17 00:00:00,
4683,121215,0,0,4581.05,330,0,14581050330,458105330,4330, , ,OLIVE,ST, ,S,AMES 2000,4,MECH ROOM N.W. SIDE OF BLDG,DAUGHTERS OF CHARITY,,4330,OLIVE,63108,10/17/13 00:00:00,4581.0581,28,9,2,28,15,38,11,23,5,1192,1,1192.1006,230,4,E,,09/21/17 00:00:00,
4684,F020211,0,0,4174,160,0,14174000160,417400160,3847, , ,GUSTINE,AV, ,S,FEBCO DCA,6,VALVE RM N.W.CORNER OF BLDG.RER,GRAVOIS PLAZA,RET.-U.T.F. 03/13,3847,GUSTINE,63116,02/13/12 00:00:00,4174,25,3,1,25,7,16,2,44,1,1161,4,1161.4004,116,284,O,,09/21/17 00:00:00,
4685,U19267,0,0,1406,35,1,11406000035,140600035,4314, ,N,GRAND,BLVD, ,P,WILKINS 350A,4,BACK OF STORE,FAMILY DOLLAR,,4314,N. GRAND,63107,02/29/12 00:00:00,1406,3,5,1,3,12,67,16,27,4,1105,1,1105.1001,314,24,E,,09/21/17 00:00:00,
4687,11-0459,0,0,2034,30,0,12034000030,203400030,930, , ,HOLLY HILLS,AV, ,P,WATTS 957,4,BASEMENT WATER HEATER ROOM,CARONDELET REC CENTER,,930,HOLLY HILLS,63111,11/18/13 00:00:00,2034.0015,11,6,1,11,10,80,2,81,1,1013,3,1013.3016,112,399,E,,09/21/17 00:00:00,
4688,2604908,1,0,958,200,1,10958000200,95800200,900, ,N,23RD,ST, ,P,WILKINS 975XL,1.5,N.W.COR OF PARKG LOT-900 N.23RD,BALKE BROWN,,800,UNION STATION,63103,04/08/12 00:00:00,959,5,1,2,5,6,36,14,5,4,1275,1,1213.2023,258,244,E,,09/21/17 00:00:00,
4689,SH-231,0,0,2178,45,0,12178000045,217800045,3655, , ,VISTA,AV, ,S,CLA-VAL,8,PUMP ROOM,ST. LOUIS UNIV HOSPITAL,,3655,VISTA,63104,08/12/13 00:00:00,2178,17,1,1,17,2,29,10,11,2,1273,3,1185.1043,221,184,O,,09/21/17 00:00:00,
4690,HD-2409,0,0,5527,71,0,15527000071,552700071,5421, , ,THEKLA,AV, ,S,AMES DC,6,NEW BLDG. MULTIPURPOSE ROOM,CONFLUENCE ACADEMY,,5421,THEKLA,63120,12/20/13 00:00:00,5527,27,2,1,1,10,72,17,67,6,1074,3,1074.3003,327,243,O,,09/21/17 00:00:00,
4691,529769,0,0,852,55,0,10852000055,85200055,1, , ,BUSCH,PL, ,P,WATTS 909,1,STABLES BLDG 140,ANHEUSER BUSCH INC.,,1,BUSCH PLACE,63118,06/10/13 00:00:00,852,9,4,2,9,4,21,8,15,3,1246,1,1246.1003,267,1644,O,,09/21/17 00:00:00,
4692,431788,0,0,5473,155,1,15473000155,547300155,2111, , ,SULPHUR,AV, ,S,WATTS 909,1.5,L.L. SO.WEST CORNER SPRINKLER R,DRURY INN,,2111,SULPHUR,63139,08/12/13 00:00:00,5473,24,4,1,24,7,11,4,60,2,1036,1,1036.1012,212,467,O,,09/21/17 00:00:00,
4693,HJ-3344,1,0,457,100,1,10457000100,45700100,800, , ,UNION STATION, , ,S,WATTS MODEL 957,4,FIRE PUMP ROOM,INTERNATIONAL FOODS,,6500,PRESCOTT,63147,02/05/13 00:00:00,458,6,5,3,6,10,36,9,1,4,1255,2,1255.2014,254,1720,E,,09/21/17 00:00:00,
4694,430038,1,0,3888,8101,0,13888008101,388800101,400, ,S,KINGSHIGHWAY,BLVD, ,P,WATTS 909,1.25,6TH FLOOR BY STERILIZERS,CHILDRENS HOSPITAL,,400,S KINGSHIGHWAY,63110,11/20/12 00:00:00,3888.0081,17,4,2,17,10,38,11,23,5,1124,3,1124.4003,224,19,E,,09/21/17 00:00:00,
4695,430036,1,0,3888,8101,0,13888008101,388800101,400, ,S,KINGSHIGHWAY,BLVD, ,P,WATTS 909,1.25,6TH FLOOR BY STERILIZERS,CHILDRENS HOSPITAL,,400,S KINGSHIGHWAY,63110,11/20/12 00:00:00,3888.0081,17,4,2,17,10,38,11,23,5,1124,3,1124.4003,224,19,E,,09/21/17 00:00:00,
4696,0207021,2,0,4611,246,0,14611000246,461100246,6417, , ,MANCHESTER,AV, ,S,FEBCO 850,4,1ST FLOOR S.W. CORNER,TECH ELECTRONICS,,6415,MANCHESTER,63139,11/13/12 00:00:00,4611.0085,24,1,2,24,14,42,5,38,2,1042,1,1042.102,205,62,O,,09/21/17 00:00:00,
4698,136709,0,0,4422,40,0,14422000040,442200040,4947, ,W,FLORISSANT,AV, ,P,WATTS 009,0.5,WORKERS BREAK ROOM/NEW GARAGE,BELLEFONTAINE CEMETERY,,4947,W. FLORISSANT,63115,04/27/13 00:00:00,4422.0086,2,2,1,2,2,86,17,84,6,1270,2,1085.2023,304,58,O,,09/21/17 00:00:00,
4699,374313,1,0,827,8040,0,10827008040,82700040,1501, , ,LOCUST,ST, ,P,WATTS 909,1.5,WEST WALL PENTHOUSE/1501 LOCUST,TERRA COTTA LOFTS,,1630,DES PERES RD  #210,63131,01/11/10 00:00:00,827,5,7,3,6,10,36,9,1,4,1255,1,1255.1032,262,77,O,,09/21/17 00:00:00,
4700,HD-1849,0,0,2167,245,1,12167000245,216700245,3301, , ,PARK,AV, ,S,WATTS 757 D.C.,2.5,BASEMENT SO.WALL SPRINKLER ROOM,FRONT DOOR LLC,,3301,PARK,63104,11/26/12 00:00:00,2167,19,4,2,19,4,31,10,11,3,1273,3,1185.1036,253,15,O,,09/21/17 00:00:00,
4701,A48892,0,0,4576,120,7,14576000120,457600120,4500, , ,OLIVE,ST, ,P,WATTS 009,0.5,NEXT TO KITCHEN,LISTER BUILDING,,4500,OLIVE,63108,01/14/10 00:00:00,4576,28,7,2,28,14,38,11,23,5,1124,1,1124.1007,230,4,E,,09/21/17 00:00:00,
4702,287439,1,0,425,11,1,10425000011,42500011,811, , ,SPRUCE,ST, ,P,WATTS 009,0.75,CUPPLES BACK HALLWAY,WESTIN HOTEL,,811,SPRUCE,63102,03/23/13 00:00:00,425,7,5,3,7,7,35,9,1,4,1256,3,1256.1089,261,238,O,,09/21/17 00:00:00,
4703,01533,2,0,4611,246,0,14611000246,461100246,6417, , ,MANCHESTER,AV, ,P,WATTS 995,1,IN JANITORS CLOSET,TECH ELECTRONICS,,6415,MANCHESTER,63139,06/12/12 00:00:00,4611.0085,24,1,2,24,14,42,5,38,2,1042,1,1042.102,205,62,O,,09/21/17 00:00:00,
4704,E15535,0,0,206.06,70,0,10206060070,20606070,111, ,S,11TH,ST, ,S,KENNEDY B2,6,PUMP ROOM BY GARAGE-111 S. 11TH,CHOUTEAU CTR./CITY ST.L.,CORI MCLAIN,133,S 11TH ST,63103,08/19/13 00:00:00,206.06,7,4,3,7,10,35,9,1,4,1256,3,1256.1085,261,185,O,,09/21/17 00:00:00,
4705,442208,87,0,3908,330,0,13908000330,390800330,222, ,N,NEWSTEAD,AV, ,P,WATTS 909,2,GENOME DATA CENTER 1ST FLOOR,WASHINGTON UNIVERSITY,,222,N. NEWSTEAD,63108,01/27/13 00:00:00,3908,18,1,2,18,1,38,11,23,5,1191.02,2,1191.1003,230,26,E,,09/21/17 00:00:00,
4706,2E10551,0,0,4402,20,0,14402000020,440200020,5020, , ,SHREVE,AV, ,S,AMES 2000,8,WEST SIDE OF BASEMNT/SHIP& REC,ADM. MILL,,5020,SHREVE,63115,11/19/13 00:00:00,4402.0081,1,4,1,21,12,71,17,67,6,1076,2,1076.201,329,232,E,,09/21/17 00:00:00,
4707,240559,0,0,3925,170,0,13925000170,392500170,3745, , ,LINDELL,BLVD, ,S,WATTS 709,6,GARAGE SOUTHWALL,FRONT DOOR LLC,,3745,LINDELL,63108,11/26/13 00:00:00,3925,18,1,2,19,7,77,10,9,4,1193,2,1193.2002,232,31,O,,09/21/17 00:00:00,
4708,442205,87,0,3908,330,0,13908000330,390800330,222, ,N,NEWSTEAD,AV, ,P,WATTS 909,2,GENOME DATA CENTER 1ST FLOOR,WASHINGTON UNIVERSITY,,222,N. NEWSTEAD,63108,01/27/13 00:00:00,3908,18,1,2,18,1,38,11,23,5,1191.02,2,1191.1003,230,26,E,,09/21/17 00:00:00,
4709,J04428,0,0,745,18,0,10745000018,74500018,102, , ,BARTON,ST, ,S,WILKINS 350,6,WAREHOUSE,SCHAEFER'S LUB,JOHN MOFFAT,102,BARTON ST.,63104,01/21/14 00:00:00,745,7,6,2,9,4,20,8,14,3,1276,3,1235.3007,267,512,E,,09/21/17 00:00:00,
4710,44383,92,0,9999.9,0,0,19999900000,999990000,590, , , , , ,P,WATTS 009,1,YALEM 4TH FL. ROOM 409,BJC/HEALTH CARE,,590,S. KINGSHIGHWAY,63110,03/21/13 00:00:00,9999.9,99,99,99,99,99,99,99,99,0,9999.9,0,9999.9,499,0,E,,09/21/17 00:00:00,
4711,V3555,1,0,2022,10,0,12022000010,202200010,5656, , ,LINDELL,BLVD, ,P,FEBCO 825Y,2,MECHANICAL ROOM LAWN SPRINKLER,HISTORY MUSEUM,,5656,LINDELL,63108,05/28/13 00:00:00,2022.0005,28,3,2,28,11,82,11,82,2,1121,3,1121.2007,206,31,E,,09/21/17 00:00:00,
4712,202424,0,0,4782,215,0,14782000215,478200215,660, ,S,EUCLID,AV, ,P,WATTS RPZ 909,4,LEVEL 203DA,WASH UNIV/POWER PLANT,,660,S. EUCLID,63110,12/10/10 00:00:00,4782,17,4,2,17,10,38,11,23,5,1186,1,1186.102,224,563,E,,09/21/17 00:00:00,
4713,F020313,0,0,835,10,7,10835000010,83500010,1228, , ,WASHINGTON,AV, ,S,FEBCO 850DC,6,BASEMENT S.E. CORNER,RUDMAN ON THE PARK,,1228,WASHINGTON,63103,09/20/13 00:00:00,835,5,7,3,5,3,36,9,1,4,1255,1,1255.1036,262,3,E,,09/21/17 00:00:00,
4714,2697317,0,0,6392,270,0,16392000270,639200270,6001, , ,SOUTHLAND,AV, ,P,WILKINS 375RP,0.75,FRONT LEFT OF HOUSE,ANN KNIGHT,,6001,SOUTHLAND,63109,07/15/13 00:00:00,6392,16,2,1,16,11,8,3,58,2,1022,4,1022.4002,125,722,O,,09/21/17 00:00:00,
4715,441453,87,0,3908,330,0,13908000330,390800330,222, ,N,NEWSTEAD,AV, ,P,WATTS 909,2,GENOME DATA CENTER FIRST FLOOR,WASHINGTON UNIVERSITY,,222,N. NEWSTEAD,63108,01/27/13 00:00:00,3908,18,1,2,18,1,38,11,23,5,1191.02,2,1191.1003,230,26,E,,09/21/17 00:00:00,
4716,216893,0,0,215.03,10,0,10215030010,21503010,1222, , ,SPRUCE,ST, ,P,WATTS 009,0.5,BASEMENT PUMP ROOM COL.D12,FED SERV INDUSTRIES,RICK GRANTHAM,1222,SPRUCE,63103,02/11/14 00:00:00,215.03,7,5,3,7,7,36,9,1,4,1255,2,1255.2029,263,238,E,,09/21/17 00:00:00,
4717,06111,1,0,410,10,0,10410000010,41000010,1206, , ,PARK,AV, ,S,WATTS 007,2.5,1ST FL.1206 PARK - APT-A,KING LOUIS/D. WILLIAMS,,1524,S. 13TH ST.,63104,02/13/13 00:00:00,410,7,5,1,7,5,33,8,13,3,1232,1,1232.1,250,15,E,,09/21/17 00:00:00,
4718,0105081,1,0,410,10,0,10410000010,41000010,1205, , ,LAFAYETTE,AV, ,S,FEBCO 850,2.5,MECH CLOSET @1205 LAFAY-APT B,KING LOUIS APARTMENTS,,1524,S. 13TH ST.,63104,03/19/13 00:00:00,410,7,5,1,7,5,33,8,13,3,1232,1,1232.1,250,11,O,,09/21/17 00:00:00,
